TOP,Atom,Balls,Cabochard,Darshan,Feng,fredy122,Gamsu,Hauntzer,Huni,kfo,Kikis,Lourlo,Odoamne,RF Legendary,Smittyj,sOAZ,Steve,Vizicsacsi,Wunderwear,Cris,Impact
JUNGLE,Airwaks,Amazing,beibei,Crumbz,Diamondprox,Gilius,Hard,Jankos,k0u,Kirei,Reignover,Rush,Shook,Spirit,Svenskeren,Trashy,Trick,Xmithie,Dardoch,IWDominate,Moon,Shrimp
MID,Alex Ich,Betsy,Bjergsen,Eika,Febiven,Fenix,Fox,Froggen,GBM,HuHi,Jensen,Nukeduck,Perkz,Pobelter,PowerOfEvil,Ryu,Sencux,Shiphtur,xPePii
ADC,Adryh,Altec,Apollo,Doublelift,Emperor,FORG1VENGRE,Freeze,Hjarnan,Keith,Kobbe,Mash,MrRalleZ,Piglet,Rekkles,Safir,Sneaky,Steeelback,Stixxay,WildTurtle
SUPPORT,Adrian,aphromoo,Big,Edward,G0DFRED,Gate,Hybrid,Hylissang,kaSing,Ken,Kiwikid,KonKwon,Mithy,Nisbeth,Noxiak,Remi,sprattel,Vander,YellOwStaR,BunnyFu Fuu,Hai,Matt,Smoothie
TEAM,Unicorns of Love,NRG Esports,Immortals,H2K,G2 Esports,Renegades,Counter Logic Gaming,Vitality,ROCCAT,Team Dignitas,Cloud9,Liquid,Elements,Fnatic,Echo Fox,TSM,Giants,Origen,Splyce,Team Impulse
